REEF-No,NAME,FORMATION,SYSTEM,SERIES,INTERVAL,LAT,LON,PALEO-LAT,PALEO-LON,REF,BIOTA MAIN,BIOTA SEC,COUNTRY,PBDB,REMARKS
2770,"Ossa Morena, Los Santos de Maimona Basin",Siphonodendron Lst.,Carboniferous,Mississippian,upper Visean,38.45,-6.3833,-17.2061,3.03919,1896,Corals,,Spain,34641,read more
2771,"Tiewadian, Xian, Shaanxi",Jinghe,Ordovician,Upper Ordovician,Sandbian,34.5,108.8333,-23.8898,124.966,1723,Microbes,,China,,read more
2772,"Tiewadian, Xian, Shaanxi",Jinghe,Ordovician,Upper Ordovician,Sandbian,34.9167,108.5667,-23.8581,124.452,1723,Microbes,,China,,read more
2773,"Bidu River, Kerman",Bahram,Devonian,Upper Devonian,Frasnian,30.75,56.8333,-39.5246,87.1491,1899,Stromatoporoids,,Iran,62135,read more
2774,"Howz-e Dorah, Tabas",Shishtu,Devonian,Upper Devonian,middle Frasnian,33.4,57.2,-38.3346,90.2192,1900,Corals,,Iran,62152,read more
2775,"Phong Nha, Quang Binh",Cù Bai,Devonian,Upper Devonian,latest Famennian,17.45,106.4833,7.11153,105.994,1901,Stromatoporoids,,Vietnam,,read more
2776,Panama Canal,La Boca - Culebra,Neogene,Miocene,Burdigalian?,9.0833,-79.7333,8.5262,-77.4089,1903,Corals,,Panama,60267,read more
2777,Northern Dominican Republic,Baitoa,Neogene,Miocene,Langhian-Serravallian,17.6667,-70.6667,17.6319,-69.4061,1905,Corals,,Dominican Republic,,read more
2778,Dominican Republic,,Paleogene,Oligocene,Chattian?,19.25,-70.5,18.7006,-69.246,1907,Corals,,Dominican Republic,,read more
2779,Chingiz,Bestamak,Ordovician,Middle Ordovician,Darriwilian,49.2,85.95,11.3221,29.1193,1668,Algae,,Kazakhstan,,read more
2780,"Franklin Mts., El Paso, Texas",Aleman,Ordovician,Upper Ordovician,Katian,31.8833,-106.4833,-16.9722,-77.6407,1908,Corals,,United States,80617,read more
2781,"Beiguoshan, Longxian, Shaanxi",Beiguoshan,Ordovician,Upper Ordovician,Katian,34.8833,106.85,-27.2701,121.225,1912,Corals,,China,,read more
2782,"Kullsberg, Siljarn District",Kullsberg,Ordovician,Upper Ordovician,early Katian,60.5,14.5,-29.4034,-7.03415,1913,Microbes,,Sweden,73411,read more
2783,"Tuosuo Lake - Huashixia, Kunlun Mts., Qinghai",Aqikkule,Permian,Cisuralian,Longlinian,35.1167,98.8333,12.9633,73.4828,1915,Tubiphytes,,China,,read more
2784,Hydra,Eros Limestone,Triassic,Middle Triassic,middle Anisian,37.3333,23.5,-5.97238,25.941,1916,Tubiphytes,,Greece,73815,read more
2785,"Dax, Aquitaine",,Paleogene,Paleocene,upper Danian,43.6667,-0.85,37.0786,-2.88929,1917,Corals,,France,,read more
2786,"NE Tarbes, Aquitaine",,Paleogene,Paleocene,upper Danian,43.35,0.2167,36.739,-1.93401,1917,Corals,,France,22970,read more
2787,"Asher Atlit 1 Borehole,",,Triassic,Upper Triassic,upper Norian,32.6833,34.9333,10.3639,26.9929,1920,Calcisponges,,Israel,67742,read more
2788,"Cankiri, Ankara",Bölugdag,Cretaceous,Upper Cretaceous,Maastrichtian,40.6,33.6167,32.8145,29.2348,1921,,,Turkey,,read more
2789,"Sungurlu, Ankara",Kepirtepe,Paleogene,Eocene,Middle Eocene?,40.1667,34.3833,38.3596,30.1219,1921,,,Turkey,,read more
2790,"Djarty-Rabat, SE Pamir, Tadzhikia",Gurumdy,Jurassic,Lower Jurassic,Sinemurian,37.7833,73.55,35.705,67.3307,1922,Corals,,Tajikistan,67012,read more
2791,"NMA-1 well, Male",,Quarternary,Pleistocene,late Pliocene-Pleistocene,4,72.5,3.27853,72.1108,1928,Corals,,Maldives,,read more
2792,"Hilleste, Hiiumaa Island",Hilleste,Silurian,Llandovery,upper Rhuddanian,58.8667,22.9833,-26.4301,-1.8917,1929,Stromatoporoids,,Estonia,61750,read more
2793,"Ventspils, NW-Latvia",Ventspils,Silurian,Ludlow,upper Ludlovian,57.4167,21.5833,-11.4127,-3.7747,1929,Stromatoporoids,,Latvia,79814,read more
2794,Lativia,Ventspils,Silurian,Ludlow,upper Ludlovian,56,25,-11.4945,-1.37847,1929,Stromatoporoids,,Latvia,,read more
2795,Mâconnais,,Jurassic,Middle Jurassic,lower Bajocian,46.3333,4.6833,35.7371,15.0063,1934,Corals,,France,38582,read more
2796,Franche Comté,,Jurassic,Middle Jurassic,lower Bajocian,47.5833,6.4167,37.1304,16.2621,1936,Corals,,France,38577,read more
2797,Bourgogne,,Jurassic,Middle Jurassic,lower Bajocian,47.5,4.4667,36.8758,14.6415,1937,Corals,,France,38563,read more
2798,"Sukharikha River, Igarka, Siberia",Sukharikha,Cambrian,Terreneuvian,Nemakit-Daldynian,67.25,87.75,-26.9972,2.00554,1940,Microbes,,Russia,80839,read more
2799,"Sukharikha River, Igarka, Siberia",Sukharikha,Cambrian,Terreneuvian,lower Tommotian,67.25,87.75,-23.7028,0.283547,1939,Microbes,,Russia,80840,read more
2800,"Medvezhiya River, Kotuy, Siberia",Manykay,Cambrian,Terreneuvian,Nemakit-Daldynian,71,103,-28.5384,-5.21794,1939,Microbes,,Russia,50423,read more
2801,"Kotuy River, Siberia",Manykay,Cambrian,Terreneuvian,Nemakit-Daldynian,69.25,103.75,-26.7823,-4.98291,1939,Microbes,,Russia,,read more
2802,"Rassokha River, Siberia",Manykay,Cambrian,Terreneuvian,Nemakit-Daldynian,71.8333,110.75,-28.8164,-8.16962,1939,Microbes,,Russia,,read more
2803,"Isit, Lena River",Tolba,Cambrian,Terreneuvian,Nemakit-Daldynian,60.8167,125.3333,-17.5016,-13.7005,1939,Microbes,,Russia,81109,read more
2804,"Duplek, Maribor",,Neogene,Miocene,Badenian,46.5,15.7167,45.8637,15.2619,1941,Corals,,Slovenia,22969,read more
2805,Central Maldives,,Paleogene,Oligocene,Rupelian,4.0333,73.3333,-6.0275,65.087,1928,,,Maldives,,read more
2806,Northern Maldives,,Paleogene,Oligocene,Rupelian,4.8333,73.1667,-5.21164,65.1315,1928,,,Maldives,,read more
2807,Southern Maldives,,Paleogene,Oligocene,Rupelian,3.1667,73.1667,-6.82251,64.7017,1928,,,Maldives,,read more
2808,Northern Maldives II,,Paleogene,Oligocene,Rupelian,5.5,73.3333,-4.60952,65.4636,1928,,,Maldives,,read more
2809,Central Maldives,,Paleogene,Oligocene,Chattian,4.0333,73.3333,-4.20469,66.8924,1928,,,Maldives,,read more
2810,Northern Maldives,,Paleogene,Oligocene,Chattian,4.8333,73.1667,-3.38768,66.9017,1928,,,Maldives,,read more
2811,Southern Maldives,,Paleogene,Oligocene,Chattian,3.1667,73.1667,-5.01542,66.5429,1928,,,Maldives,,read more
2812,Northern Maldives,,Neogene,Miocene,Middle Miocene,5.3333,72.9167,0.875425,70.1232,1928,,,Maldives,,read more
2813,Central Maldives,,Neogene,Miocene,Middle Miocene,4,72.8333,-0.435002,69.8636,1928,,,Maldives,,read more
2814,Southern Maldives,,Neogene,Miocene,Middle Miocene,2.75,72.9167,-1.68498,69.7799,1928,,,Maldives,,read more
2815,Southern Maldives II,,Neogene,Miocene,Middle Miocene,3.4167,73.5833,-1.11229,70.5282,1928,,,Maldives,,read more
2816,Northern Maldives II,,Neogene,Miocene,Middle Miocene,4.5,73.5833,-0.0384652,70.6712,1928,,,Maldives,,read more
2819,Southern Maldives II,,Neogene,Miocene,late Miocene,2.75,72.9167,-0.0110306,71.1794,1928,,,Maldives,,read more
2820,Central Maldives,,Neogene,Miocene,late Miocene,4,72.8333,1.2413,71.2124,1928,,,Maldives,,read more
2821,"Bandung, Java",Rajamandala,Neogene,Miocene,Aquitanian,-6.9,107.4,-6.95843,112.203,1943,Corals,,Indonesia,,read more
2822,NE-Evvoia,Xiron,Jurassic,Upper Jurassic,Kimmeridgian-Tithonian,38.9167,23.4167,22.4173,22.9114,1945,Stromatoporoids,,Greece,68163,read more
2823,NE-Evvoia,Pantokrator,Triassic,Upper Triassic,Norian,39,23.3667,14.5586,18.8181,1945,,,Greece,,read more
2824,"Nauru Basin, DSDP Leg 61, West Pacific",,Paleogene,Oligocene,Late Oligocene,7.2361,-165.0306,0.573993,-149.332,1946,Corals,,Pacific,,read more
2825,"Line Islands, DSDP Leg 17, Site 165, Pacific",,Cretaceous,Upper Cretaceous,Campanian-Maastrichtian,8.1764,-164.8583,-6.34351,-130.047,1947,Rudists,,Pacific,,read more
2826,"Line Islands, DSDP Leg 33, Site 315",,Cretaceous,Upper Cretaceous,Campanian-Maastrichtian,4.1708,-158.525,-11.2796,-118.699,1948,Algae,,Kiribati,,read more
2827,"Line Islands, DSDP Leg 33, Site 316",,Cretaceous,Upper Cretaceous,Campanian-Maastrichtian,0.0903,-157.1278,-15.1587,-116.763,1948,Rudists,,Kiribati,,read more
2828,"Line Islands, DSDP Leg 33, Site 318, Pacific",,Paleogene,Eocene,late Eocene,-14.8222,-146.8583,-22.413,-124.707,1948,Corals,,Pacific,,read more
2829,"Finlay Mountains, Texas",Wilkie Ranch,Permian,Cisuralian,Leonardian,31.25,-105.6167,4.61834,-33.7275,1950,Tubiphytes,,United States,,read more
2830,"Bulleys Lump, Judge Daly Promot., Nunavut",Bulleys Lump,Ordovician,Middle Ordovician,Darriwilian,80.75,-69.25,-0.930921,-34.1241,1574,Microbes,,Canada,,read more
2831,Provence,,Cretaceous,Lower Cretaceous,lower Valanginian,43.75,6,34.6522,15.2397,1952,Stromatoporoids,,France,74564,read more
2832,"Dietrichshorn, Salzburg",Lärchberg,Jurassic,Upper Jurassic,Tithonian-Berriasian,47.6167,12.6667,33.975,21.5622,1953,Stromatoporoids,,Austria,68260,read more
2833,"Var, Provence",Calcaires Blancs,Jurassic,Upper Jurassic,Tithonian-Berriasian,43.5,6.3333,34.9409,15.0973,1954,Corals,,France,0,read more
2834,"Transsylvania, South Carpathians",,Cretaceous,Lower Cretaceous,Valanginian,45.5,24.6667,25.4929,28.3888,1955,Stromatoporoids,,Romania,,read more
2835,"Syltefjord, Finmark",Porsanger Dolomite,Ediacaran,Ediacaran,Riphean,70.5167,30,-35.4004,-114.718,1957,Microbes,,Norway,,read more
2836,"Nopah Range, California",Nopah,Cambrian,Furongian,Trempealeauan,36.0917,-116.15,-0.516142,-96.2458,1958,Microbes,,United States,,read more
2837,"Fuzhouwan, Lianoning",,Cambrian,,Upper Cambrian,39.3667,121.65,-1.50646,139.352,1959,Microbes,,China,,read more
2838,"Salvnicke Podhorie, Carpathians",Bohunice,Jurassic,Middle Jurassic,Bathonian-Callovian,49.0167,18.1833,40.1393,25.6725,2283,Microbes,,Slovakia,0,read more
2839,"Tafilalt Basin, Anti Atlas",,Carboniferous,Mississippian,late Asbian-Brigantian,30,-7.5,-21.1657,-4.03378,1962,Echinoderms,,Morocco,76759,read more
2840,Akasaka,,Permian,Guadalupian,Kubergandian,35.3667,136.5667,14.7585,115.894,1963,Echinoderms,,Japan,,read more
2841,Akasaka,,Permian,Guadalupian,Midian,35.3667,136.5667,21.6087,114.997,1963,Corals,,Japan,,read more
2842,Maestrazgo and Aliaga-Penyagolosa Basins,Llacova,Cretaceous,Lower Cretaceous,upper Hauterivian,40.4667,0.05,30.6133,9.59678,1965,Corals,,Spain,56708,read more
2843,"Dündarli, Kayseri",,Paleogene,Paleocene,Danian,38.0889,35.2056,27.0035,31.0703,1966,Corals,,Turkey,,read more
2844,"Jiaodingshan, Sichuan",Daduhe,Ordovician,Upper Ordovician,late Katian,29.4167,102.8167,13.7114,131.554,1969,Microbes,,China,80155,read more
2845,"Dawashan, Sichuan",Daduhe,Ordovician,Upper Ordovician,late Katian,29.35,103.05,13.5813,131.379,1969,Microbes,,China,,read more
2846,"Wairaki Hills, western Southland",Mangarewa,Permian,Cisuralian,Kazanian,-45.75,167.75,-73.1048,-157.889,1970,Corals,,New Zealand,,read more
2847,"Wairaki Hills, western Southland",Hawtel,Permian,Lopingian,Tatarian,-45.75,167.75,-74.9681,-174.711,1970,Corals,,New Zealand,,read more
2848,"Copetdag, Turkmenia",,Jurassic,Upper Jurassic,Oxfordian-Kimmeridgian,38,57.5,34.4693,62.822,1974,Corals,,Turkmenistan,96014,read more
2849,"Great Balkhan, Turkmenia",Urumil'dshanskaya,Jurassic,Middle Jurassic,Callovian-Oxfordian,39.8333,54.4167,36.098,59.8758,1974,,,Turkmenistan,,read more
2850,"Gipsily, Great Balkhan, Turkmenia",Tashlyderinskij,Jurassic,Upper Jurassic,upper Oxfordian,39.8333,54.4167,35.9953,59.789,1974,,,Turkmenistan,,read more
2851,Kugitang,,Jurassic,Middle Jurassic,middle-upper Callovian,37.9333,66.7667,36.7032,72.2698,1974,,,Uzbekistan,91828,read more
2852,"Daluokeng, Gaofeng, Cili Co., Hunan",Daluokeng,Permian,Lopingian,lower Changhsingian,28.6333,110.1833,8.58499,99.1524,1975,Calcisponges,,China,31420,read more
2853,"Blue Pool Bay, Wales",Hunts Bay Oolite,Carboniferous,Mississippian,early Asbian,51.55,-4.2,-8.69507,0.068657,1976,Corals,,United Kingdom,36674,read more
2854,"Cap Guir, Agadir, Maghreb",,Jurassic,Upper Jurassic,Oxfordian-Kimmeridgian,30.6667,-9.85,28.2336,-7.44124,1972,Corals,,Morocco,68080,read more
2855,"Cap Guir, Agadir, Maghreb",,Jurassic,Upper Jurassic,lower Kimmeridgian,30.6167,-9.7667,27.7539,-6.8426,1972,Stromatoporoids,,Morocco,68081,read more
2856,"Jinan, Shandong",Zhangxia,Cambrian,Series 3,Middle Cambrian,36.65,116.95,-2.65453,144.601,1979,Microbes,,China,81107,read more
2857,"Novonikolayev Oil Field, Dnjeper",,Carboniferous,Mississippian,Tournaisian-Early Visean,48.55,34.35,-4.10862,21.1705,1980,,,Ukraine,,read more
2858,"Bogatoy Oil Field, Dnjeper",,Carboniferous,Mississippian,Tournaisian-Early Visean,48.95,35.5167,-3.268,21.3833,1980,,,Ukraine,,read more
2859,"Unur, Inner Mongolia",Unur,Devonian,Lower Devonian,Emsian-Eifelian,49.25,122.5,38.837,54.8559,1694,Corals,,China,,read more
2860,"Inangahua Outlier, Reefton",Lankey Limestone,Devonian,Lower Devonian,Pragian-Emsian,-42.1167,171.8667,-22.0626,-177.164,1983,Corals,,New Zealand,25785,read more
2861,"Maloichskaya, West Siberia",unknown,Silurian,Pridoli,Pridoli-Lochkovian,57,79,27.9358,10.6697,1986,Corals,,Russia,81052,read more
2865,"Salair-Altai, W Siberia",,Devonian,Middle Devonian,Eifelian,53,85.3333,31.5336,19.8239,1986,Stromatoporoids,,Russia,81054,read more
2866,"Salair-Altai, W Siberia",,Devonian,Lower Devonian,Emsian-Eifelian,51.5,84.5,31.7306,20.6018,1986,Stromatoporoids,,Russia,,read more
2867,SW Kuznesk Basin,,Devonian,Middle Devonian,Givetian-Frasnian,52,80.25,29.4012,23.839,1986,Corals,,Russia,,read more
2868,"SW Altai, Kazachstan",,Devonian,Middle Devonian,Givetian-Frasnian,49.5,84,32.5385,25.5013,1986,Corals,,Kazakhstan,,read more
2869,"Manchester Plateau, central Jamaica",Newport,Paleogene,Oligocene,latest Oligocene,18.0833,-77.25,17.6694,-75.9209,1993,Corals,,Jamaica,69725,read more
2870,North central Jamaica,Brown's Town,Paleogene,Oligocene,Upper Oligocene,18.3333,-77.25,17.7978,-75.9766,1993,Corals,,Jamaica,69724,read more
2871,South central Pennsylvania,Ledger,Cambrian,Series 3,Middle Cambrian,40.3333,-78.3333,-29.6741,-85.8156,2411,Microbes,,United States,,read more
2872,"Bappagai Well, Tankhai-Ust-Mil, Siberia",,Cambrian,Series 3,Mayan,63.0333,123.9667,-6.88991,-7.51733,1996,Microbes,,Russia,,read more
2873,"Bysytykh, Yakutiya, Siberia",,Cambrian,Series 2,Lenian-Amgaian,63.5833,117.4333,-11.9059,-11.0675,1997,,,Russia,,read more
2874,"Bysytykh, Yakutiya, Siberia",,Cambrian,Series 2,Lenian-Amgaian,63.5833,117.4333,-11.9059,-11.0675,1997,,,Russia,,read more
2875,"Amga River II, Yakutiya, Siberia",,Cambrian,Series 2,Lenian-Amgaian,60.3,130.6167,-7.88057,-16.8805,1998,Archaeocyaths,,Russia,,read more
2876,"Amga River II, Yakutiya, Siberia",,Cambrian,Series 2,Lenian-Amgaian,60.3,130.6167,-7.88057,-16.8805,1998,Microbes,,Russia,,read more
2877,"Cellon, Carnic Alps",Hohe Warte Limestone,Devonian,Lower Devonian,Pragian,46.6083,12.9333,-46.3329,55.4835,1999,Stromatoporoids,,Italy,81664,read more
2878,"Cellon, Carnic Alps",Plattenkalk,Devonian,Lower Devonian,Emsian/Eifelian,46.6083,12.9333,-39.5114,47.8016,1999,Stromatoporoids,,Italy,,read more
2879,"Palgrunde, Carnic Alps",Plattenkalk,Devonian,Middle Devonian,lower Givetian,46.6,12.9833,-32.8712,37.2904,1999,Stromatoporoids,,Italy,,read more
2880,"Oused Marinelli, Carnic Alps",,Devonian,Upper Devonian,middle Frasnian,46.6083,12.9,-28.5394,31.2292,1999,Stromatoporoids,,Italy,,read more
2881,"Pueblo Nuevo, Chiapas",La Quinta,Paleogene,Oligocene,Upper Oligocene,17.1167,-92.8833,17.8022,-87.9073,2000,Corals,,Mexico,31271,read more
2882,"Gor Loutat, Tindouf Basin, West Sahara",,Devonian,Middle Devonian,middle-upper Givetian,26.75,-10.6667,-46.0601,6.79379,1687,Stromatoporoids,,Morocco,79496,read more
2883,"T-Reef, Gor Uein Terguet, Tindouf Bas., West Sahara",,Devonian,Middle Devonian,lower Givetian,26.65,-11.35,-45.8534,5.9552,1687,Microbes,,Morocco,79549,read more
2884,"Gor Uein Terguet, Tindouf Basin, Western Sahara",,Devonian,Upper Devonian,lower Frasnian,26.5167,-11.4,-41.8012,1.71273,1687,Corals,,Morocco,79558,read more
2885,"Sturgeon Lake, Alberta",Leduc,Devonian,Upper Devonian,Frasnian,55,-117.35,-10.1864,-42.1167,2001,Stromatoporoids,,Canada,,read more
2886,"Limonovka, central Urals",Samsonovskie,Devonian,Upper Devonian,middle(?) Frasnian,55,58.1333,6.71641,20.2245,2003,Microbes,,Russia,,read more
2887,"Monte San Angelo, Gargano",Ostuni,Cretaceous,Upper Cretaceous,Maastrichtian,41.7,15.95,29.5247,14.5181,2006,Rudists,,Italy,,read more
2889,"Ouachita Thrust Belt, Oklahoma",Wapanucka,Carboniferous,Pennsylvanian,Morrowan,34.75,-95.0833,-9.85211,-33.8251,2007,Algae,,United States,76327,read more
2890,"La Serre, Montagne Noire",Roc de Murviel,Carboniferous,Mississippian,Serpukhovian,43.55,3.3333,-11.8918,12.5759,2435,Microbes,,France,50810,read more
2891,"Sierra de la Estrella, Guadiato",Sierra del Castillo,Carboniferous,Mississippian,Brigantian,37.95,-4.8667,-17.6934,4.10675,2010,Microbes,,Spain,39708,read more
2892,"Koscian reef, Bronsko reef, Rensko reef",Zechstein,Permian,Lopingian,Zechstein,52.0833,16.6333,18.4727,25.7241,2011,Bryozoans,,Poland,,read more
2893,"Marazani & Dodori, Lamu Basin",Baratumu,Neogene,Miocene,Aquitanian,-1.8333,41.0833,-2.93345,38.352,2013,Corals,,Kenya,,read more
2894,"Kipinie & Kofia, Lamu Basin",Baratumu,Neogene,Miocene,Aquitanian,-2.5,40.5333,-3.60398,37.8062,2013,Corals,,Kenya,,read more
2895,"Pate, Lamu Basin",Baratumu,Neogene,Miocene,Aquitanian,-2.1333,41,-3.23403,38.2708,2013,Corals,,Kenya,,read more
2896,"Marazani & Dodori, Lamu Basin",Baratumu,Neogene,Miocene,Burdigalian,-1.8333,41.0833,-2.63095,38.8617,2013,Corals,,Kenya,,read more
2897,"Kipinie & Kofia, Lamu Basin",Baratumu,Neogene,Miocene,Burdigalian,-2.5,40.5333,-3.29983,38.314,2013,Corals,,Kenya,,read more
2898,"Pate, Lamu Basin",Baratumu,Neogene,Miocene,Burdigalian,-2.1333,41,-2.93129,38.7796,2013,Corals,,Kenya,,read more
2899,"Ngarama Plateau, Mandawa",Kiturika,Cretaceous,Lower Cretaceous,upper Aptian,-9.8667,39.1667,-32.8615,20.2625,2014,Algae,,Tanzania,,read more
2900,Lihimalaya,Kiturika,Cretaceous,Lower Cretaceous,upper Aptian,-9.3,39.6167,-32.46,20.9721,2014,Corals,,Tanzania,,read more
2902,"Namorado Field, Campos Basin",Macae,Cretaceous,Lower Cretaceous,Albian-Cenomanian,-22.45,-40.4167,-28.2195,-12.2768,2016,Algae,,Brazil,,read more
2904,"Bombay High Field, Indian Ocean",,Neogene,Miocene,Burdigalian-Langhian,19.3333,71.5,13.8924,70.0878,2017,,,India,,read more
2905,Zambezi Delta Depression,Grudja,Paleogene,Paleocene,Upper Paleocene,-18.6667,36.75,-29.9262,28.2331,2019,,,Mozambique,,read more
2906,"Sengo Marin-1 well, Zambezi Delta Dep.",Grudja,Paleogene,Eocene,early Eocene,-19.6667,35.3333,-29.6612,27.1434,2019,,,Mozambique,,read more
2907,Inhambane,Grudja,Paleogene,Eocene,lower Eocene,-23.8333,35.3333,-33.8629,26.8983,2019,,,Mozambique,,read more
2912,"Black Nose, ODP 171B, West Atlantic",,Cretaceous,Lower Cretaceous,lower Aptian,29.9167,-76.8333,24.7939,-31.0784,2021,Corals,,Atlantic,,read more
2913,Bihor Mountains,,Jurassic,Upper Jurassic,Tithonian-Berriasian,46.45,22.6667,27.9173,27.5565,2023,Corals,,Romania,,read more
2914,"Argentara Massif, Maritime Alps, France-Italian bor",,Jurassic,Upper Jurassic,Kimmeridgian/Tithonian,44.4167,6.8833,34.379,15.8007,2024,,,France,,read more
2915,"Malleval, Vercors",,Cretaceous,Lower Cretaceous,upper Valanginian,45.1333,5.4167,36.0176,14.6614,2025,,,France,,read more
2916,"Siniscola-Posada, Sardegna",,Jurassic,Upper Jurassic,Tithonian,40.6,9.6833,34.0276,14.4095,2026,Corals,,Italy,,read more
2917,Eastern Betic Cordillera,,Jurassic,Upper Jurassic,Tithonian,37.25,-2.3333,29.7947,4.92116,2028,Corals,,Spain,,read more
2918,"Suva Planina, Serbia",,Jurassic,Upper Jurassic,Tithonian-Berriasian,42,20.6667,26.0688,22.7885,2029,Corals,,Yugoslavia,,read more
2919,"Suva Planina, Serbia",,Cretaceous,Lower Cretaceous,Berriasian-Valanginian,42,20.6667,25.41,22.9347,2029,,,Yugoslavia,,read more
2920,SE Crimea,,Jurassic,Upper Jurassic,Tithonian/Berriasian,45,35,38.495,40.3642,2030,,,Ukraine,,read more
2921,Crimea Mountains,,Cretaceous,Lower Cretaceous,upper Valanginian,44.8333,34.5,37.5144,40.2138,2031,Corals,,Ukraine,77072,read more
2922,"Sabana Grande, SW Puerto Rico",Monte Grande,Cretaceous,Upper Cretaceous,Campanian,18.1,-66.9333,15.0293,-56.9006,2032,Rudists,,United States,,read more
2923,"Porcupine Basin, offshore Ireland, Atlantic",,Neogene,Pliocene,Pliocene-Pleistocene?,52.3333,-12.75,52.3499,-12.9102,2033,,,Atlantic,,read more
2924,"Sendurai, Tamil Nadu",,Paleogene,Paleocene,Danian,11.2333,79.1667,-28.3829,60.1424,2034,Corals,,India,,read more
2925,Lindi,,Paleogene,Paleocene,Paleocene,-10,39.6833,-21.9661,31.2258,2035,Corals,,Tanzania,,read more
2928,"Kitunda Cliff, Lindi",,Neogene,Miocene,Aquitanian,-10,39.7,-11.1532,36.9688,2035,,,Tanzania,,read more
2929,"Drake Island, Glacier Bay National Park, Alaska",Willoughby,Silurian,Ludlow,Ludlow,58.6333,-136.2167,-2.69102,-91.5554,2036,Microbes,,United States,79359,read more
2930,"Jebel Huwayyah, U.A.E.",Simsima,Cretaceous,Upper Cretaceous,upper Maastrichtian,24.1333,55.8833,5.61828,46.0932,2038,Corals,,United Arab Emirates,67010,read more
2931,"Jebel Rawdah, U.A.E.",Simsima,Cretaceous,Upper Cretaceous,upper Maastrichtian,25.2667,55.95,6.7385,46.2769,2038,Corals,,United Arab Emirates,67009,read more
2932,"Loudon, Knoxville, Tennessee",Holston,Ordovician,Upper Ordovician,lower-middle Caradocian,35.65,-84.3167,-28.8937,-64.6664,1575,Bryozoans,,United States,,read more
2933,"Lakeside Mountains, Utah",,Silurian,Llandovery,Rhuddanian,40.9167,-112.8333,-6.23614,-71.8369,2040,Microbes,,United States,,read more
2934,"Lost Springs, Nevada",Union Wash,Triassic,Lower Triassic,Spathian,37,-117,8.80244,-42.7408,2041,Microbes,,United States,,read more
